WKT,Analyser,Gns. mg/l,Min. mg/l,Maks. mg/l,Gns. topdybde,Min. topdybde,Maks. topdybde,Min. dato,Maks. dato,objectid,rgb,txt_search
"POLYGON ((570000 6095000,575000 6095000,575000 6100000,570000 6100000,570000 6095000))","     11","     22.2","     15.0","     31.0","     16.2","      2.7","     34.0",2003-12-15,2020-04-30,"   2005026002",255 255 0,
"POLYGON ((575000 6135000,580000 6135000,580000 6140000,575000 6140000,575000 6135000))","      5","     10.3","      2.4","     19.0","     16.3","      1.5","     27.5",1987-11-25,2020-11-06,"       150747",255 255 0,
"POLYGON ((555000 6370000,560000 6370000,560000 6375000,555000 6375000,555000 6370000))","     18","     14.2","      2.1","     43.0","     41.9","     14.5","     60.0",1969-02-12,2015-05-20,"       100138",255 255 0,
"POLYGON ((495000 6330000,500000 6330000,500000 6335000,495000 6335000,495000 6330000))","      2","     43.0","     43.0","     43.0","       .4","       .4","       .4",1975-09-08,1975-09-09,"   2006275209",255 125 0,
"POLYGON ((525000 6320000,530000 6320000,530000 6325000,525000 6325000,525000 6320000))","     15","     36.1","     16.0","     66.0","     50.3","     36.0","     63.0",1959-03-03,2012-06-14,"       100990",255 125 0,
"POLYGON ((550000 6285000,555000 6285000,555000 6290000,550000 6290000,550000 6285000))","     12","     44.3","      7.6","     75.0","     41.2","     21.0","     92.0",1969-09-24,2016-11-15,"       102067",255 125 0,
"POLYGON ((460000 6235000,465000 6235000,465000 6240000,460000 6240000,460000 6235000))","      1","     20.0","     20.0","     20.0","     12.0","     12.0","     12.0",1996-09-17,1996-09-17,"   2006138886",255 255 0,
"POLYGON ((545000 6225000,550000 6225000,550000 6230000,545000 6230000,545000 6225000))","      9","     16.3","      2.1","     69.0","     28.9","      6.5","     46.5",1939-12-08,2019-08-30,"       104835",255 255 0,
"POLYGON ((500000 6200000,505000 6200000,505000 6205000,500000 6205000,500000 6200000))","      2","     66.5","     50.0","     83.0","      9.3","      6.5","     12.0",1976-09-13,1992-10-02,"        10761",255 0 0,
"POLYGON ((455000 6170000,460000 6170000,460000 6175000,455000 6175000,455000 6170000))","      8","      5.2","      2.3","      8.7","     17.9","     15.0","     24.0",1951-05-25,2014-04-15,"       106093",0 255 0,
"POLYGON ((570000 6155000,575000 6155000,575000 6160000,570000 6160000,570000 6155000))","      7","     11.6","      6.1","     21.0","     25.7","     22.3","     29.0",1994-02-08,2013-10-08,"   2012002792",255 255 0,
"POLYGON ((560000 6150000,565000 6150000,565000 6155000,560000 6155000,560000 6150000))","      5","      8.5","      3.0","     14.0","     41.0","     36.0","     46.0",1976-04-26,1980-05-05,"   2006057037",0 255 0,
"POLYGON ((515000 6125000,520000 6125000,520000 6130000,515000 6130000,515000 6125000))","      3","     16.3","     14.0","     17.0","     12.0","     12.0","     12.0",1991-06-04,1997-08-18,"   1996010761",255 255 0,
"POLYGON ((620000 6095000,625000 6095000,625000 6100000,620000 6100000,620000 6095000))","      3","     13.0","      2.0","     20.0","     30.0","     29.0","     31.0",1976-12-14,1977-12-13,"   2010018252",255 255 0,
"POLYGON ((715000 6165000,720000 6165000,720000 6170000,715000 6170000,715000 6165000))","      4","     10.5","      4.0","     27.0","     35.8","     11.0","     56.0",1976-08-09,1992-10-08,"       112304",255 255 0,
"POLYGON ((650000 6145000,655000 6145000,655000 6150000,650000 6150000,650000 6145000))","      3","     65.0","      2.0","    128.0","     17.7","      5.0","     42.0",1972-08-07,1977-01-27,"       112499",255 0 0,
"POLYGON ((660000 6115000,665000 6115000,665000 6120000,660000 6120000,660000 6115000))","      1","      2.0","      2.0","      2.0","     54.2","     54.2","     54.2",1952-11-26,1952-11-26,"       115623",0 255 0,
"POLYGON ((670000 6115000,675000 6115000,675000 6120000,670000 6120000,670000 6115000))","      3","      4.6","      2.6","      7.9","     13.0","      1.6","     24.4",1992-05-12,2010-09-03,"   2006458020",0 255 0,
"POLYGON ((680000 6110000,685000 6110000,685000 6115000,680000 6115000,680000 6110000))","      4","      2.9","      2.2","      4.0","     44.9","     21.8","     63.4",1976-05-04,2013-11-13,"       115727",0 255 0,
"POLYGON ((700000 6095000,705000 6095000,705000 6100000,700000 6100000,700000 6095000))","      2","     91.8","     91.8","     91.8","     36.3","     19.5","     53.0",1983-07-11,1983-07-11,"       131062",255 0 0,
"POLYGON ((510000 6135000,515000 6135000,515000 6140000,510000 6140000,510000 6135000))","      4","     36.2","     19.0","     51.0","     21.0","     10.0","     28.0",2001-09-04,2012-11-06,"   2002001411",255 125 0,
"POLYGON ((530000 6075000,535000 6075000,535000 6080000,530000 6080000,530000 6075000))","      2","     47.0","     46.0","     48.0","       .0","       .0","       .0",2001-08-14,2001-10-23,"   2002001744",255 125 0,
"POLYGON ((720000 6100000,725000 6100000,725000 6105000,720000 6105000,720000 6100000))","      4","     17.9","      2.2","     42.0","      2.8","      2.5","      3.0",2001-10-08,2002-11-13,"   2003002567",255 255 0,
"POLYGON ((695000 6080000,700000 6080000,700000 6085000,695000 6085000,695000 6080000))","      2","      9.0","      2.0","     16.0","     17.9","      8.0","     27.7",1994-09-05,2001-10-09,"   1995009175",0 255 0,
"POLYGON ((575000 6310000,580000 6310000,580000 6315000,575000 6315000,575000 6310000))","      1","      5.0","      5.0","      5.0","      4.0","      4.0","      4.0",1961-05-19,1961-05-19,"       101634",0 255 0,
"POLYGON ((520000 6145000,525000 6145000,525000 6150000,520000 6150000,520000 6145000))","      3","      2.1","      2.0","      2.2","     35.0","      7.0","     50.0",1988-02-10,2013-02-20,"   2006264474",0 255 0,
"POLYGON ((655000 6180000,660000 6180000,660000 6185000,655000 6185000,655000 6180000))","      2","     34.5","      5.0","     64.0","     18.2","     17.6","     18.8",1965-06-25,1965-06-25,"       111038",255 125 0,
"POLYGON ((665000 6065000,670000 6065000,670000 6070000,665000 6070000,665000 6065000))","      2","      4.7","      3.5","      5.8","     32.0","     32.0","     32.0",2001-09-26,2002-12-05,"   2003002623",0 255 0,
"POLYGON ((665000 6080000,670000 6080000,670000 6085000,665000 6085000,665000 6080000))","      2","     40.5","     11.0","     70.0","      1.0","      1.0","      1.0",2001-10-03,2002-11-27,"   2003002614",255 125 0,
"POLYGON ((675000 6075000,680000 6075000,680000 6080000,675000 6080000,675000 6075000))","      3","     86.0","     11.0","    160.0","     11.9","      2.5","     21.3",2001-09-27,2013-04-22,"   2003002617",255 0 0,
"POLYGON ((515000 6215000,520000 6215000,520000 6220000,515000 6220000,515000 6215000))","      3","     30.4","     12.8","     48.0","     25.5","     13.0","     38.0",1976-07-26,1987-07-27,"   2006377238",255 125 0,
"POLYGON ((565000 6085000,570000 6085000,570000 6090000,565000 6090000,565000 6085000))","      1","     13.7","     13.7","     13.7","     40.4","     40.4","     40.4",1976-08-01,1976-08-01,"       109594",255 255 0,
"POLYGON ((715000 6220000,720000 6220000,720000 6225000,715000 6225000,715000 6220000))","      9","     40.5","     28.0","     53.0","     20.5","     20.0","     21.0",1990-01-30,1994-01-26,"   1995008597",255 125 0,
"POLYGON ((650000 6170000,655000 6170000,655000 6175000,650000 6175000,650000 6170000))","      1","      4.0","      4.0","      4.0","     26.0","     26.0","     26.0",1963-05-07,1963-05-07,"       111963",0 255 0,
"POLYGON ((505000 6305000,510000 6305000,510000 6310000,505000 6310000,505000 6305000))","      7","     11.0","      6.8","     18.0","     29.5","     29.5","     29.5",1991-06-20,2021-02-25,"   2021008253",255 255 0,
"POLYGON ((565000 6295000,570000 6295000,570000 6300000,565000 6300000,565000 6295000))","      7","     15.0","      7.0","     18.0","     31.0","     31.0","     31.0",1990-10-15,2018-08-24,"   2018015948",255 255 0,
"POLYGON ((570000 6255000,575000 6255000,575000 6260000,570000 6260000,570000 6255000))","      2","      5.3","      4.8","      5.7","     63.5","     24.0","    103.0",1973-12-12,1993-06-21,"       103212",0 255 0,
"POLYGON ((445000 6205000,450000 6205000,450000 6210000,445000 6210000,445000 6205000))","      1","      5.0","      5.0","      5.0","      7.5","      7.5","      7.5",1955-12-27,1955-12-27,"       105075",0 255 0,
"POLYGON ((505000 6210000,510000 6210000,510000 6215000,505000 6215000,505000 6210000))","      5","      7.4","      4.3","     34.0","     27.3","     27.3","     27.3",1967-04-26,1967-04-26,"       105209",0 255 0,
"POLYGON ((530000 6210000,535000 6210000,535000 6215000,530000 6215000,530000 6210000))","      1","     41.0","     41.0","     41.0","     77.0","     77.0","     77.0",2013-06-18,2013-06-18,"   2013011137",255 125 0,
"POLYGON ((535000 6175000,540000 6175000,540000 6180000,535000 6180000,535000 6175000))","      1","     79.0","     79.0","     79.0","     60.0","     60.0","     60.0",1965-09-26,1965-09-26,"       106595",255 0 0,
"POLYGON ((535000 6145000,540000 6145000,540000 6150000,535000 6150000,535000 6145000))","      1","     60.0","     60.0","     60.0","     51.7","     51.7","     51.7",1977-04-25,1977-04-25,"       107714",255 0 0,
"POLYGON ((585000 6115000,590000 6115000,590000 6120000,585000 6120000,585000 6115000))","      1","      2.1","      2.1","      2.1","     22.2","     22.2","     22.2",2000-10-02,2000-10-02,"   2001015490",0 255 0,
"POLYGON ((535000 6090000,540000 6090000,540000 6095000,535000 6095000,535000 6090000))","      1","      3.0","      3.0","      3.0","     42.0","     42.0","     42.0",1949-03-08,1949-03-08,"       109512",0 255 0,
"POLYGON ((670000 6150000,675000 6150000,675000 6155000,670000 6155000,670000 6150000))","      1","     18.0","     18.0","     18.0","      8.0","      8.0","      8.0",1974-03-26,1974-03-26,"       112726",255 255 0,
"POLYGON ((660000 6130000,665000 6130000,665000 6135000,660000 6135000,660000 6130000))","      2","      3.5","      3.5","      3.5","    114.0","    114.0","    114.0",2002-03-07,2002-03-07,"   2003024151",0 255 0,
"POLYGON ((535000 6170000,540000 6170000,540000 6175000,535000 6175000,535000 6170000))","      1","      8.2","      8.2","      8.2","     56.5","     56.5","     56.5",2013-10-17,2013-10-17,"   2013018780",0 255 0,
"POLYGON ((580000 6355000,585000 6355000,585000 6360000,580000 6360000,580000 6355000))","      4","     15.0","      3.7","     26.0","     16.0","     14.0","     18.0",2014-08-14,2018-12-11,"   2017001614",255 255 0,
"POLYGON ((445000 6220000,450000 6220000,450000 6225000,445000 6225000,445000 6220000))","     19","     20.4","     10.0","     32.4","     35.0","     21.0","     49.0",1975-08-07,2010-09-02,"   2006143928",255 255 0,
"POLYGON ((505000 6110000,510000 6110000,510000 6115000,505000 6115000,505000 6110000))","      1","     22.0","     22.0","     22.0","     35.0","     35.0","     35.0",2015-05-08,2015-05-08,"   2017005520",255 255 0,
"POLYGON ((555000 6365000,560000 6365000,560000 6370000,555000 6370000,555000 6365000))","    187","     23.2","      2.0","    130.0","     23.2","      3.0","     54.0",1931-01-20,2020-04-29,"       100119",255 255 0,
"POLYGON ((550000 6370000,555000 6370000,555000 6375000,550000 6375000,550000 6370000))","     48","     12.2","      2.9","     39.0","     14.9","      9.0","     27.0",1936-10-24,2019-06-20,"       100117",255 255 0,
"POLYGON ((575000 6365000,580000 6365000,580000 6370000,575000 6370000,575000 6365000))","     44","     14.9","      2.4","     84.0","     39.3","     10.0","     99.0",1988-01-05,2020-09-17,"   2004047458",255 255 0,
"POLYGON ((570000 6375000,575000 6375000,575000 6380000,570000 6380000,570000 6375000))","      3","      4.2","      2.1","      7.1","      8.8","      2.0","     18.5",2011-06-16,2014-09-18,"   2011020032",0 255 0,
"POLYGON ((555000 6340000,560000 6340000,560000 6345000,555000 6345000,555000 6340000))","      7","      3.9","      2.0","      6.6","     26.3","     18.0","     32.0",1976-03-31,2004-07-28,"       100769",0 255 0,
"POLYGON ((545000 6345000,550000 6345000,550000 6350000,545000 6350000,545000 6345000))","     43","     37.0","      2.3","    140.0","     22.5","      2.0","     32.0",1953-06-08,2021-03-10,"       100740",255 125 0,
"POLYGON ((575000 6340000,580000 6340000,580000 6345000,575000 6345000,575000 6340000))","     40","     20.6","      2.6","     84.0","     21.4","      5.0","     36.0",1959-10-05,2020-09-24,"       100798",255 255 0,
"POLYGON ((585000 6340000,590000 6340000,590000 6345000,585000 6345000,585000 6340000))","   2116","     38.8","      2.0","    155.0","     33.8","      2.0","     78.0",1974-05-30,2020-12-02,"       100834",255 125 0,
"POLYGON ((475000 6325000,480000 6325000,480000 6330000,475000 6330000,475000 6325000))","     46","     17.6","      2.0","     60.0","     28.1","     11.0","     52.0",1965-06-01,2020-08-04,"       100844",255 255 0,
"POLYGON ((480000 6320000,485000 6320000,485000 6325000,480000 6325000,480000 6320000))","     16","     15.4","      2.0","     52.0","     11.2","      3.0","     26.0",1965-06-01,2018-11-15,"       100846",255 255 0,
"POLYGON ((485000 6300000,490000 6300000,490000 6305000,485000 6305000,485000 6300000))","      8","     51.2","     15.0","     77.0","     25.9","      7.8","     35.0",1953-04-28,2006-04-24,"       101480",255 0 0,
"POLYGON ((535000 6315000,540000 6315000,540000 6320000,535000 6320000,535000 6315000))","    113","     31.9","      2.4","     56.0","     21.2","     14.5","     25.2",1950-08-04,2013-08-27,"   1995012535",255 125 0,
"POLYGON ((535000 6310000,540000 6310000,540000 6315000,535000 6315000,535000 6310000))","     44","     21.5","      6.8","     35.0","     43.6","     23.0","     81.0",1949-09-14,2014-06-17,"   1995012814",255 255 0,
"POLYGON ((550000 6315000,555000 6315000,555000 6320000,550000 6320000,550000 6315000))","   2017","     36.9","      2.0","    210.0","     30.4","      1.0","     94.0",1952-12-05,2021-03-08,"       101563",255 125 0,
"POLYGON ((565000 6310000,570000 6310000,570000 6315000,565000 6315000,565000 6310000))","    105","     39.6","      4.5","     93.0","     48.4","      7.0","     79.0",1972-09-13,2019-10-25,"       101637",255 125 0,
"POLYGON ((480000 6295000,485000 6295000,485000 6300000,480000 6300000,480000 6295000))","    107","     22.9","      2.0","     61.0","     28.4","     14.0","     95.0",1959-02-28,2018-11-19,"       101675",255 255 0,
"POLYGON ((545000 6295000,550000 6295000,550000 6300000,545000 6300000,545000 6295000))","     44","     19.7","      2.1","     63.0","     47.5","     -2.0","    105.0",1936-01-01,2020-05-14,"       101816",255 255 0,
"POLYGON ((535000 6295000,540000 6295000,540000 6300000,535000 6300000,535000 6295000))","     13","     36.3","      2.1","    147.0","     21.8","      8.0","     70.0",1974-07-23,2007-11-27,"       101805",255 125 0,
"POLYGON ((555000 6295000,560000 6295000,560000 6300000,555000 6300000,555000 6295000))","     31","     13.7","      2.0","     39.0","     42.6","     16.5","     71.0",1972-08-01,2019-08-01,"       101852",255 255 0,
"POLYGON ((485000 6285000,490000 6285000,490000 6290000,485000 6290000,485000 6285000))","     25","     30.6","      2.0","     72.0","     27.0","      6.2","     53.7",1967-10-18,2020-11-19,"       101951",255 125 0,
"POLYGON ((520000 6275000,525000 6275000,525000 6280000,520000 6280000,520000 6275000))","     47","     22.2","      4.1","     98.0","     23.1","      5.0","     48.0",1970-06-02,2017-06-20,"        15560",255 255 0,
"POLYGON ((530000 6270000,535000 6270000,535000 6275000,530000 6275000,530000 6270000))","     18","     50.0","     11.0","     96.0","     25.4","     11.0","     38.0",1971-02-02,2010-08-17,"       102388",255 125 0,
"POLYGON ((570000 6260000,575000 6260000,575000 6265000,570000 6265000,570000 6260000))","      8","     45.2","      4.6","     82.0","     36.4","     18.8","     65.0",1970-08-11,2011-08-10,"       102460",255 125 0,
"POLYGON ((575000 6275000,580000 6275000,580000 6280000,575000 6280000,575000 6275000))","     28","     24.6","      2.5","     47.0","     23.0","      9.0","     31.0",1977-06-20,2021-03-10,"       102478",255 255 0,
"POLYGON ((565000 6270000,570000 6270000,570000 6275000,565000 6275000,565000 6270000))","     45","     34.6","      2.0","    109.0","     51.6","      7.5","     87.3",1971-02-03,2019-10-21,"       102488",255 125 0,
"POLYGON ((585000 6260000,590000 6260000,590000 6265000,585000 6265000,585000 6260000))","     19","     23.3","      3.2","     54.0","      9.3","      1.5","     14.5",1964-04-09,2016-09-28,"   2006613945",255 255 0,
"POLYGON ((605000 6260000,610000 6260000,610000 6265000,605000 6265000,605000 6260000))","     74","     32.4","      2.0","    120.0","     30.1","      3.0","     59.0",1968-08-27,2020-10-27,"   1997008899",255 125 0,
"POLYGON ((485000 6255000,490000 6255000,490000 6260000,485000 6260000,485000 6255000))","      4","     10.3","      3.7","     18.0","      7.2","      1.5","     17.0",1983-04-06,2013-09-16,"       102642",255 255 0,
"POLYGON ((490000 6255000,495000 6255000,495000 6260000,490000 6260000,490000 6255000))","      6","     16.2","      8.8","     28.0","     61.3","      1.0","    103.0",1972-10-26,2016-11-14,"         3131",255 255 0,
"POLYGON ((505000 6250000,510000 6250000,510000 6255000,505000 6255000,505000 6250000))","     53","     26.8","      2.0","    149.0","     25.1","     11.1","     39.0",1967-12-11,2020-06-16,"       102845",255 125 0,
"POLYGON ((510000 6245000,515000 6245000,515000 6250000,510000 6250000,510000 6245000))","    377","     33.5","      2.0","    167.0","     24.1","      2.6","     55.4",1965-12-15,2013-08-12,"       102881",255 125 0,
"POLYGON ((510000 6250000,515000 6250000,515000 6255000,510000 6255000,510000 6250000))","     21","     20.8","      2.1","     76.0","     17.2","      5.0","     36.0",1996-08-12,2019-11-12,"   1997008150",255 255 0,
"POLYGON ((510000 6240000,515000 6240000,515000 6245000,510000 6245000,510000 6240000))","   2367","     37.4","      2.0","    360.0","     20.6","      1.0","     71.0",1965-12-15,2020-12-02,"        15407",255 125 0,
"POLYGON ((540000 6255000,545000 6255000,545000 6260000,540000 6260000,540000 6255000))","      4","     31.6","      4.1","     64.0","     16.5","      8.5","     28.0",1985-03-20,2012-08-14,"   1999011073",255 125 0,
"POLYGON ((575000 6245000,580000 6245000,580000 6250000,575000 6250000,575000 6245000))","     37","     22.3","      2.0","     93.0","     35.9","     13.1","     48.0",1971-02-03,2015-06-11,"         4982",255 255 0,
"POLYGON ((585000 6245000,590000 6245000,590000 6250000,585000 6250000,585000 6245000))","      2","     10.3","      3.6","     17.0","      9.3","      9.0","      9.5",1982-11-12,2013-09-26,"       103278",255 255 0,
"POLYGON ((610000 6245000,615000 6245000,615000 6250000,610000 6250000,610000 6245000))","    766","     46.8","      2.0","    290.0","     25.5","      3.0","    104.0",1982-12-02,2020-10-15,"         5313",255 125 0,
"POLYGON ((465000 6230000,470000 6230000,470000 6235000,465000 6235000,465000 6230000))","      5","      5.2","      2.3","      8.9","     33.5","     26.0","     39.0",1986-06-10,1996-09-17,"       155138",0 255 0,
"POLYGON ((525000 6230000,530000 6230000,530000 6235000,525000 6235000,525000 6230000))","    433","     30.9","      2.0","    203.8","     32.7","      2.7","     85.2",1973-03-26,2013-10-09,"       103976",255 125 0,
"POLYGON ((540000 6230000,545000 6230000,545000 6235000,540000 6235000,540000 6230000))","     17","     69.8","      2.0","    298.0","     10.3","      1.0","     28.0",1938-12-08,2013-06-03,"       104000",255 0 0,
"POLYGON ((550000 6230000,555000 6230000,555000 6235000,550000 6235000,550000 6230000))","      4","     13.1","      2.0","     21.0","     54.7","     15.0","    108.0",1966-07-12,2013-05-27,"       104085",255 255 0,
"POLYGON ((555000 6235000,560000 6235000,560000 6240000,555000 6240000,555000 6235000))","     50","     28.9","      2.0","     79.0","     23.9","      3.0","     80.0",1967-03-15,2019-05-20,"       104111",255 125 0,
"POLYGON ((580000 6230000,585000 6230000,585000 6235000,580000 6235000,580000 6230000))","     16","     11.8","      3.9","     40.0","     20.4","     13.0","     32.4",1953-01-01,1995-11-28,"       104160",255 255 0,
"POLYGON ((570000 6235000,575000 6235000,575000 6240000,570000 6240000,570000 6235000))","    261","     35.1","      2.0","    301.0","     12.4","     -2.0","     46.0",1970-01-21,2013-10-08,"         8633",255 125 0,
"POLYGON ((565000 6230000,570000 6230000,570000 6235000,565000 6235000,565000 6230000))","    306","     29.9","      2.0","    168.3","     15.5","     -2.0","     66.0",1965-07-07,2020-10-09,"         6216",255 125 0,
"POLYGON ((605000 6240000,610000 6240000,610000 6245000,605000 6245000,605000 6240000))","      5","     36.0","     20.0","     53.0","     26.7","     16.0","     40.5",1980-09-30,2011-09-16,"       104368",255 125 0,
"POLYGON ((460000 6215000,465000 6215000,465000 6220000,460000 6220000,460000 6215000))","      7","     46.6","      5.5","     82.5","      9.3","      1.8","     20.7",1976-08-02,1997-11-20,"       104455",255 125 0,
"POLYGON ((490000 6215000,495000 6215000,495000 6220000,490000 6220000,490000 6215000))","     17","     50.5","      3.1","    120.0","     15.7","      3.0","     71.0",1944-12-30,2020-04-29,"       104525",255 0 0,
"POLYGON ((470000 6220000,475000 6220000,475000 6225000,470000 6225000,470000 6220000))","      4","     36.8","     14.0","     66.0","     33.0","      9.0","     50.0",1983-07-05,2018-08-29,"       104554",255 125 0,
"POLYGON ((520000 6225000,525000 6225000,525000 6230000,520000 6230000,520000 6225000))","     29","     16.3","      2.1","     59.0","     18.4","      4.0","     42.0",1968-02-29,2013-06-04,"       104692",255 255 0,
"POLYGON ((560000 6220000,565000 6220000,565000 6225000,560000 6225000,560000 6220000))","    126","     20.5","      2.0","     90.0","      9.0","       .0","     44.0",1949-02-09,2020-03-05,"         8834",255 255 0,
"POLYGON ((565000 6220000,570000 6220000,570000 6225000,565000 6225000,565000 6220000))","     71","     16.7","      2.0","    140.0","     29.5","       .0","     91.0",1945-07-23,2018-02-20,"         8867",255 255 0,
"POLYGON ((575000 6225000,580000 6225000,580000 6230000,575000 6230000,575000 6225000))","      2","     51.0","      7.0","     95.0","     11.1","      9.0","     13.2",1939-02-10,1958-01-01,"       104958",255 0 0,
"POLYGON ((460000 6200000,465000 6200000,465000 6205000,460000 6205000,460000 6200000))","      2","      7.6","      7.6","      7.6","      7.0","      7.0","      7.0",1976-08-03,1976-08-03,"   2006380312",0 255 0,
"POLYGON ((490000 6205000,495000 6205000,495000 6210000,490000 6210000,490000 6205000))","      4","     51.1","     31.3","     74.0","     22.8","      5.0","     34.0",1976-08-09,2012-06-19,"       105189",255 0 0,
"POLYGON ((495000 6200000,500000 6200000,500000 6205000,495000 6205000,495000 6200000))","      7","     37.7","     23.7","     65.0","      9.4","      3.0","     12.0",1976-08-09,2006-09-26,"       105204",255 125 0,
"POLYGON ((500000 6195000,505000 6195000,505000 6200000,500000 6200000,500000 6195000))","     88","     48.8","      3.5","    100.0","     21.8","     16.0","     61.0",1960-04-07,2002-06-25,"       105670",255 125 0,
"POLYGON ((550000 6200000,555000 6200000,555000 6205000,550000 6205000,550000 6200000))","   1343","     38.8","      2.0","    252.4","      7.5","      1.2","     44.0",1949-05-17,2020-12-10,"       105903",255 125 0,
"POLYGON ((570000 6200000,575000 6200000,575000 6205000,570000 6205000,570000 6200000))","     78","     19.0","      2.0","     85.0","     16.1","      2.0","     45.0",1976-10-27,2012-05-15,"       105447",255 255 0,
"POLYGON ((505000 6195000,510000 6195000,510000 6200000,505000 6200000,505000 6195000))","     66","      9.8","      2.0","     54.0","     28.2","      2.8","    105.0",1971-07-02,2008-09-02,"       105672",0 255 0,
"POLYGON ((540000 6195000,545000 6195000,545000 6200000,540000 6200000,540000 6195000))","     25","     27.5","      3.0","     97.0","     33.3","      6.0","     56.0",1977-04-04,2020-05-19,"       105836",255 125 0,
"POLYGON ((555000 6195000,560000 6195000,560000 6200000,555000 6200000,555000 6195000))","     17","      6.1","      2.0","     19.6","     23.4","      1.0","     68.1",1931-03-10,2019-06-18,"       105973",0 255 0,
"POLYGON ((560000 6190000,565000 6190000,565000 6195000,560000 6195000,560000 6190000))","      8","     24.0","      6.0","     47.0","     30.0","     30.0","     30.0",1972-10-03,2020-02-19,"   2020005663",255 255 0,
"POLYGON ((575000 6195000,580000 6195000,580000 6200000,575000 6200000,575000 6195000))","     43","     13.2","      2.0","     58.0","     16.8","      3.0","     38.3",1959-06-20,2020-08-24,"       106024",255 255 0,
"POLYGON ((470000 6165000,475000 6165000,475000 6170000,470000 6170000,470000 6165000))","     15","     28.2","     11.0","     51.0","     11.5","      7.5","     14.5",1977-07-11,2004-06-03,"       153269",255 125 0,
"POLYGON ((500000 6180000,505000 6180000,505000 6185000,500000 6185000,500000 6180000))","     25","     29.0","      2.9","    120.0","     12.2","      5.0","     24.0",1977-01-04,2010-07-29,"       105706",255 125 0,
"POLYGON ((500000 6170000,505000 6170000,505000 6175000,500000 6175000,500000 6170000))","     32","     48.8","      5.6","    120.0","     22.5","      5.0","     38.0",1915-02-04,2011-08-17,"       106288",255 125 0,
"POLYGON ((560000 6180000,565000 6180000,565000 6185000,560000 6185000,560000 6180000))","     51","     10.5","      2.0","     32.6","     18.6","     14.8","     24.0",1974-06-07,2020-05-19,"       106629",255 255 0,
"POLYGON ((465000 6165000,470000 6165000,470000 6170000,465000 6170000,465000 6165000))","    231","     18.2","      2.0","     63.0","     38.9","      7.0","    120.0",1972-01-25,2020-01-22,"       252317",255 255 0,
"POLYGON ((500000 6165000,505000 6165000,505000 6170000,500000 6170000,500000 6165000))","     97","     26.6","      2.0","     76.0","     32.8","     13.5","     79.0",1982-06-18,2020-04-27,"   2003021797",255 125 0,
"POLYGON ((530000 6160000,535000 6160000,535000 6165000,530000 6165000,530000 6160000))","     80","     25.7","      2.0","    140.0","     14.5","      1.9","     52.0",1989-05-29,2020-10-07,"   1994001728",255 125 0,
"POLYGON ((580000 6155000,585000 6155000,585000 6160000,580000 6160000,580000 6155000))","     19","     39.9","      2.5","    110.0","     23.2","     14.0","     62.0",1964-02-04,2021-02-09,"   2006056548",255 125 0,
"POLYGON ((480000 6140000,485000 6140000,485000 6145000,480000 6145000,480000 6140000))","    409","     55.6","      2.0","    308.0","      9.3","      1.0","     54.0",1946-04-30,2020-09-30,"       107274",255 0 0,
"POLYGON ((570000 6145000,575000 6145000,575000 6150000,570000 6150000,570000 6145000))","     23","     30.1","      5.0","     97.0","     10.3","      3.0","     32.0",1980-03-19,2019-09-12,"   2006057269",255 125 0,
"POLYGON ((600000 6140000,605000 6140000,605000 6145000,600000 6145000,600000 6140000))","     26","      4.8","      2.0","     13.7","     17.9","      7.0","     25.5",1968-03-20,1998-11-04,"       107904",0 255 0,
"POLYGON ((485000 6130000,490000 6130000,490000 6135000,485000 6135000,485000 6130000))","     32","     11.0","      2.0","     42.0","     11.6","      7.0","     15.0",1989-03-13,2004-08-17,"   1994005912",255 255 0,
"POLYGON ((510000 6120000,515000 6120000,515000 6125000,510000 6125000,510000 6120000))","     13","     26.3","      2.0","     41.0","     30.6","      7.0","     46.0",1954-05-15,2017-05-03,"       108696",255 125 0,
"POLYGON ((550000 6135000,555000 6135000,555000 6140000,550000 6140000,550000 6135000))","     14","     13.5","      2.5","     21.0","     29.0","     29.0","     29.0",1977-11-23,2014-10-02,"   1997005919",255 255 0,
"POLYGON ((580000 6125000,585000 6125000,585000 6130000,580000 6130000,580000 6125000))","     10","     30.9","      2.0","    136.0","     15.8","      4.0","     25.0",1974-10-18,2008-03-13,"       155931",255 125 0,
"POLYGON ((585000 6130000,590000 6130000,590000 6135000,585000 6135000,585000 6130000))","     83","     26.8","      2.1","     87.0","     12.4","      2.0","     64.5",1953-12-14,2019-08-19,"       108231",255 125 0,
"POLYGON ((595000 6130000,600000 6130000,600000 6135000,595000 6135000,595000 6130000))","     35","     42.5","      2.0","    123.0","     13.2","      2.0","     22.5",1943-10-30,2018-10-16,"       108551",255 125 0,
"POLYGON ((495000 6120000,500000 6120000,500000 6125000,495000 6125000,495000 6120000))","      1","     55.0","     55.0","     55.0","      8.1","      8.1","      8.1",2012-12-04,2012-12-04,"   2013013968",255 0 0,
"POLYGON ((530000 6115000,535000 6115000,535000 6120000,530000 6120000,530000 6115000))","     33","     13.9","      2.0","     48.0","     21.1","      1.0","     31.0",1965-04-13,2015-07-02,"   1996011419",255 255 0,
"POLYGON ((530000 6120000,535000 6120000,535000 6125000,530000 6125000,530000 6120000))","     10","      7.0","      2.0","     37.0","     54.5","      -.5","     84.8",2001-06-26,2007-09-18,"   2002001541",0 255 0,
